age,experience,gender,role,sector,company,department,education,salary
29,6,Female,System Administrator,IT & Software,TechNova Systems,Development,MSc,1202653
57,27,Female,UI/UX Designer,IT & Software,TechNova Systems,Sales,M.Tech,1302942
40,14,Female,HR Executive,IT & Software,TechNova Systems,Testing,B.Tech,1489207
46,19,Male,Software Engineer,IT & Software,TechNova Systems,Testing,M.Tech,1048394
49,21,Female,Senior Developer,IT & Software,TechNova Systems,Finance,M.Tech,2706695
21,3,Male,QA Engineer,IT & Software,TechNova Systems,Sales,PhD,550338
55,19,Female,UI/UX Designer,IT & Software,TechNova Systems,Testing,B.Sc,696477
26,8,Female,QA Engineer,IT & Software,TechNova Systems,Finance,B.Tech,1445714
57,24,Male,HR Executive,IT & Software,TechNova Systems,Development,PhD,1875111
25,7,Male,Project Manager,IT & Software,TechNova Systems,Finance,B.Tech,2586919
53,21,Male,Senior Developer,IT & Software,TechNova Systems,DevOps,M.Tech,2048559
34,16,Male,HR Executive,IT & Software,TechNova Systems,Development,MSc,1451408
32,10,Male,Software Engineer,IT & Software,TechNova Systems,DevOps,PhD,489026
40,17,Male,System Administrator,IT & Software,TechNova Systems,Management,PhD,1654457
44,16,Male,HR Executive,IT & Software,TechNova Systems,DevOps,B.Tech,444139
54,15,Female,Technical Lead,IT & Software,TechNova Systems,Management,B.Tech,2982848
45,12,Female,DevOps Engineer,IT & Software,TechNova Systems,HR,MCA,2417190
49,16,Male,Technical Lead,IT & Software,TechNova Systems,HR,BCA,2520182
59,21,Male,Senior Developer,IT & Software,TechNova Systems,Support,B.Tech,1584718
51,26,Male,UI/UX Designer,IT & Software,TechNova Systems,Finance,PhD,1509846
43,19,Female,Data Scientist,IT & Software,TechNova Systems,Support,MBA,1591399
58,25,Female,Technical Lead,IT & Software,TechNova Systems,HR,B.Tech,3000000
40,14,Female,DevOps Engineer,IT & Software,TechNova Systems,DevOps,B.Sc,1937396
43,17,Female,Technical Lead,IT & Software,TechNova Systems,Sales,MCA,1147581
36,18,Female,UI/UX Designer,IT & Software,TechNova Systems,Finance,B.Sc,837218
28,7,Female,HR Executive,IT & Software,TechNova Systems,Testing,BCA,1093567
41,17,Male,DevOps Engineer,IT & Software,TechNova Systems,DevOps,B.Sc,1127599
21,3,Female,System Administrator,IT & Software,TechNova Systems,Sales,MBA,1090449
28,10,Female,Data Scientist,IT & Software,TechNova Systems,Support,MSc,2466513
49,25,Female,HR Executive,IT & Software,TechNova Systems,Finance,MCA,1617399
52,21,Female,Software Engineer,IT & Software,TechNova Systems,Support,BCA,1270686
58,25,Male,Software Engineer,IT & Software,TechNova Systems,Management,M.Tech,1325480
25,7,Female,Senior Developer,IT & Software,TechNova Systems,Development,PhD,693617
42,18,Male,UI/UX Designer,IT & Software,TechNova Systems,Support,PhD,1999112
54,18,Male,Data Analyst,IT & Software,TechNova Systems,HR,B.Tech,1622971
21,3,Male,UI/UX Designer,IT & Software,TechNova Systems,HR,PhD,1197540
46,19,Female,Technical Lead,IT & Software,TechNova Systems,HR,MBA,1849480
30,12,Female,DevOps Engineer,IT & Software,TechNova Systems,Finance,PhD,1868547
50,25,Female,HR Executive,IT & Software,TechNova Systems,Sales,MBA,1293461
38,14,Female,Software Engineer,IT & Software,TechNova Systems,Development,M.Tech,1240574
37,18,Male,Data Scientist,IT & Software,TechNova Systems,HR,MSc,2962715
46,22,Female,UI/UX Designer,IT & Software,TechNova Systems,Sales,MBA,1389234
28,10,Female,Product Manager,IT & Software,TechNova Systems,Support,M.Tech,2111466
32,9,Female,Data Analyst,IT & Software,TechNova Systems,Testing,M.Tech,1676623
47,19,Male,Data Scientist,IT & Software,TechNova Systems,Management,M.Tech,850504
28,10,Female,UI/UX Designer,IT & Software,TechNova Systems,Testing,MBA,1180657
45,12,Female,Technical Lead,IT & Software,TechNova Systems,Development,BCA,1091757
24,6,Female,Product Manager,IT & Software,TechNova Systems,HR,M.Tech,984474
53,24,Female,Project Manager,IT & Software,TechNova Systems,DevOps,MSc,2411632
21,3,Female,Data Analyst,IT & Software,TechNova Systems,DevOps,BCA,599052
39,18,Female,QA Engineer,IT & Software,TechNova Systems,Testing,MBA,2024725
51,24,Female,Project Manager,IT & Software,TechNova Systems,Management,MSc,1805222
36,15,Female,Project Manager,IT & Software,TechNova Systems,Sales,MCA,824364
34,15,Male,Technical Lead,IT & Software,TechNova Systems,DevOps,MSc,2598068
25,7,Female,Data Scientist,IT & Software,TechNova Systems,Sales,M.Tech,2330517
46,19,Female,System Administrator,IT & Software,TechNova Systems,Testing,MBA,792012
48,25,Female,Software Engineer,IT & Software,TechNova Systems,Support,MBA,1065486
22,4,Male,DevOps Engineer,IT & Software,TechNova Systems,Support,BCA,1309830
26,8,Male,DevOps Engineer,IT & Software,TechNova Systems,HR,MBA,1813219
29,11,Male,HR Executive,IT & Software,TechNova Systems,Management,B.Tech,530477
53,18,Female,HR Executive,IT & Software,TechNova Systems,Development,BCA,1030977
45,16,Female,Project Manager,IT & Software,TechNova Systems,HR,BCA,3000000
33,11,Male,Project Manager,IT & Software,TechNova Systems,DevOps,B.Tech,1167843
29,10,Male,System Administrator,IT & Software,TechNova Systems,Finance,M.Tech,513189
33,12,Male,UI/UX Designer,IT & Software,TechNova Systems,Testing,PhD,1091356
51,22,Male,Technical Lead,IT & Software,TechNova Systems,Finance,MCA,2854706
31,11,Male,Software Engineer,IT & Software,TechNova Systems,DevOps,PhD,1458566
24,6,Male,DevOps Engineer,IT & Software,TechNova Systems,Testing,M.Tech,893077
54,24,Male,Product Manager,IT & Software,TechNova Systems,Development,B.Sc,2955886
58,21,Male,UI/UX Designer,IT & Software,TechNova Systems,HR,B.Sc,1874160
24,6,Male,System Administrator,IT & Software,TechNova Systems,Management,MSc,499993
58,26,Female,DevOps Engineer,IT & Software,TechNova Systems,DevOps,MCA,2475182
39,10,Male,QA Engineer,IT & Software,TechNova Systems,Support,BCA,896202
26,8,Male,HR Executive,IT & Software,TechNova Systems,Support,MCA,1542962
54,20,Male,QA Engineer,IT & Software,TechNova Systems,HR,MCA,1379229
38,19,Male,Software Engineer,IT & Software,TechNova Systems,Testing,B.Tech,407064
33,11,Male,Software Engineer,IT & Software,TechNova Systems,Support,B.Tech,372260
43,13,Male,Technical Lead,IT & Software,TechNova Systems,Sales,B.Sc,1896387
39,15,Female,Product Manager,IT & Software,TechNova Systems,Finance,MCA,3000000
31,9,Female,Data Analyst,IT & Software,TechNova Systems,Management,MSc,1028936
21,3,Female,Project Manager,IT & Software,TechNova Systems,Management,MBA,1698076
44,15,Female,HR Executive,IT & Software,TechNova Systems,Support,PhD,1027577
27,9,Male,System Administrator,IT & Software,TechNova Systems,DevOps,B.Sc,2012044
45,22,Female,Product Manager,IT & Software,TechNova Systems,HR,MCA,1153858
41,19,Male,Product Manager,IT & Software,TechNova Systems,HR,MBA,3000000
35,15,Female,Technical Lead,IT & Software,TechNova Systems,Testing,MCA,1557907
21,3,Male,System Administrator,IT & Software,TechNova Systems,Sales,BCA,688308
32,13,Female,UI/UX Designer,IT & Software,TechNova Systems,DevOps,M.Tech,1151209
27,9,Female,Data Analyst,IT & Software,TechNova Systems,DevOps,MBA,1462042
35,11,Male,Technical Lead,IT & Software,TechNova Systems,DevOps,BCA,1524643
41,18,Female,Data Scientist,IT & Software,TechNova Systems,Finance,PhD,1059252
39,12,Male,DevOps Engineer,IT & Software,TechNova Systems,Sales,M.Tech,2012537
49,21,Female,Project Manager,IT & Software,TechNova Systems,Management,BCA,3000000
45,14,Female,Project Manager,IT & Software,TechNova Systems,Sales,B.Tech,1635481
53,27,Male,Product Manager,IT & Software,TechNova Systems,Support,B.Sc,1265904
52,23,Male,Project Manager,IT & Software,TechNova Systems,Testing,MCA,974877
55,17,Male,QA Engineer,IT & Software,TechNova Systems,Sales,B.Sc,1011791
58,23,Female,HR Executive,IT & Software,TechNova Systems,DevOps,PhD,1372909
46,16,Male,Technical Lead,IT & Software,TechNova Systems,Finance,MCA,2421395
31,10,Female,Technical Lead,IT & Software,TechNova Systems,Management,M.Tech,3000000
55,22,Female,QA Engineer,IT & Software,TechNova Systems,Development,MBA,866165
28,8,Male,Software Engineer,IT & Software,TechNova Systems,Management,MBA,1380375
34,15,Other,HR Executive,IT & Software,TechNova Systems,DevOps,MCA,518937
30,12,Female,Data Analyst,IT & Software,TechNova Systems,Development,M.Tech,1477224
22,4,Male,Data Analyst,IT & Software,TechNova Systems,Finance,MCA,579012
29,11,Male,Project Manager,IT & Software,TechNova Systems,Management,MCA,1155999
23,5,Female,Product Manager,IT & Software,TechNova Systems,Management,MSc,2320286
41,18,Male,Technical Lead,IT & Software,TechNova Systems,Management,BCA,3000000
46,19,Male,Senior Developer,IT & Software,TechNova Systems,Management,MCA,2499450
28,7,Male,Software Engineer,IT & Software,TechNova Systems,Testing,MBA,593761
22,4,Female,System Administrator,IT & Software,TechNova Systems,HR,MSc,1757987
26,8,Female,Project Manager,IT & Software,TechNova Systems,Management,PhD,742164
48,14,Female,Data Analyst,IT & Software,TechNova Systems,Testing,MCA,915377
49,20,Male,Data Analyst,IT & Software,TechNova Systems,Finance,MBA,2012675
46,22,Female,HR Executive,IT & Software,TechNova Systems,Management,B.Tech,1159324
45,21,Female,Software Engineer,IT & Software,TechNova Systems,Sales,M.Tech,1760386
32,14,Male,Software Engineer,IT & Software,TechNova Systems,Management,B.Tech,1144014
25,7,Male,Senior Developer,IT & Software,TechNova Systems,Support,MCA,758978
54,28,Female,Data Analyst,IT & Software,TechNova Systems,Management,MBA,1861620
57,25,Female,DevOps Engineer,IT & Software,TechNova Systems,DevOps,M.Tech,1773844
35,16,Female,HR Executive,IT & Software,TechNova Systems,Development,B.Sc,1115924
56,18,Female,UI/UX Designer,IT & Software,TechNova Systems,Sales,M.Tech,2549065
35,17,Female,Technical Lead,IT & Software,TechNova Systems,Management,M.Tech,2800366
43,18,Male,DevOps Engineer,IT & Software,TechNova Systems,Management,MSc,2170313
26,8,Female,Product Manager,IT & Software,TechNova Systems,Management,MCA,2697941
41,15,Female,Data Scientist,IT & Software,TechNova Systems,Testing,BCA,764136
43,15,Other,HR Executive,IT & Software,TechNova Systems,DevOps,B.Tech,886718
36,18,Male,System Administrator,IT & Software,TechNova Systems,Finance,B.Tech,946783
35,13,Female,Technical Lead,IT & Software,TechNova Systems,Development,MSc,1851035
45,16,Female,Software Engineer,IT & Software,TechNova Systems,Management,B.Sc,1442018
56,20,Male,UI/UX Designer,IT & Software,TechNova Systems,Finance,MCA,1190963
31,12,Male,Technical Lead,IT & Software,TechNova Systems,DevOps,M.Tech,2207341
35,12,Female,HR Executive,IT & Software,TechNova Systems,Development,BCA,1174664
24,6,Male,Product Manager,IT & Software,TechNova Systems,Development,PhD,1199026
41,12,Female,Data Analyst,IT & Software,TechNova Systems,Support,B.Tech,544633
33,15,Female,Product Manager,IT & Software,TechNova Systems,DevOps,B.Tech,2827641
42,16,Male,Data Scientist,IT & Software,TechNova Systems,Development,MBA,1542765
39,12,Other,Software Engineer,IT & Software,TechNova Systems,DevOps,M.Tech,1107667
54,20,Female,DevOps Engineer,IT & Software,TechNova Systems,DevOps,MCA,1538397
34,15,Male,QA Engineer,IT & Software,TechNova Systems,Management,B.Tech,1313467
24,6,Male,UI/UX Designer,IT & Software,TechNova Systems,Testing,MSc,1085371
47,19,Female,Data Scientist,IT & Software,TechNova Systems,Management,BCA,1019948
49,19,Male,Senior Developer,IT & Software,TechNova Systems,Management,MSc,1637037
48,15,Male,QA Engineer,IT & Software,TechNova Systems,Finance,MSc,1186301
55,24,Male,System Administrator,IT & Software,TechNova Systems,HR,MSc,1356064
28,6,Male,DevOps Engineer,IT & Software,TechNova Systems,HR,MCA,940736
36,15,Male,System Administrator,IT & Software,TechNova Systems,Support,M.Tech,539897
56,24,Other,Technical Lead,IT & Software,TechNova Systems,DevOps,MSc,1230267
50,19,Female,Data Analyst,IT & Software,TechNova Systems,HR,M.Tech,1112868
38,16,Male,UI/UX Designer,IT & Software,TechNova Systems,Finance,B.Tech,1260556
22,4,Male,Technical Lead,IT & Software,TechNova Systems,Sales,B.Sc,1738914
33,14,Female,Data Analyst,IT & Software,TechNova Systems,Support,MCA,444331
24,6,Male,Project Manager,IT & Software,TechNova Systems,Finance,MSc,1205156
46,16,Female,UI/UX Designer,IT & Software,TechNova Systems,Development,MSc,1676843
45,20,Female,Project Manager,IT & Software,TechNova Systems,Management,MCA,2359524
50,25,Female,System Administrator,IT & Software,TechNova Systems,Sales,MBA,2068714
31,13,Male,Senior Developer,IT & Software,TechNova Systems,Development,BCA,2020695
27,9,Male,System Administrator,IT & Software,TechNova Systems,Support,M.Tech,1625195
51,27,Male,Project Manager,IT & Software,TechNova Systems,Management,M.Tech,1661402
30,12,Male,QA Engineer,IT & Software,TechNova Systems,Management,B.Tech,598773
59,24,Male,UI/UX Designer,IT & Software,TechNova Systems,Support,B.Tech,979924
33,13,Female,QA Engineer,IT & Software,TechNova Systems,Development,B.Tech,809983
51,21,Female,Senior Developer,IT & Software,TechNova Systems,Finance,MBA,1867075
27,9,Female,UI/UX Designer,IT & Software,TechNova Systems,HR,BCA,1783339
56,22,Female,Senior Developer,IT & Software,TechNova Systems,Sales,MSc,1333824
40,18,Male,Senior Developer,IT & Software,TechNova Systems,DevOps,B.Sc,1963041
24,6,Female,System Administrator,IT & Software,TechNova Systems,Support,B.Tech,1026661
27,9,Male,DevOps Engineer,IT & Software,TechNova Systems,Support,B.Tech,673075
21,3,Male,HR Executive,IT & Software,TechNova Systems,Management,PhD,703650
33,9,Female,Product Manager,IT & Software,TechNova Systems,Testing,BCA,1709757
42,14,Female,UI/UX Designer,IT & Software,TechNova Systems,Management,B.Tech,1521659
41,14,Female,Software Engineer,IT & Software,TechNova Systems,DevOps,MBA,1551676
42,16,Male,Senior Developer,IT & Software,TechNova Systems,HR,MCA,2384428
48,21,Male,Software Engineer,IT & Software,TechNova Systems,Management,B.Sc,416379
29,11,Male,Product Manager,IT & Software,TechNova Systems,Testing,MCA,2643012
46,18,Male,UI/UX Designer,IT & Software,TechNova Systems,Support,MSc,1255988
29,11,Male,DevOps Engineer,IT & Software,TechNova Systems,Finance,PhD,519887
35,14,Female,HR Executive,IT & Software,TechNova Systems,Management,M.Tech,1083257
30,5,Female,Senior Developer,IT & Software,TechNova Systems,Sales,M.Tech,1392288
44,14,Male,Senior Developer,IT & Software,TechNova Systems,Finance,B.Tech,1063199
28,10,Female,Senior Developer,IT & Software,TechNova Systems,Testing,PhD,2197786
44,20,Male,QA Engineer,IT & Software,TechNova Systems,Development,MCA,1313884
36,16,Female,DevOps Engineer,IT & Software,TechNova Systems,Management,MBA,1760418
46,17,Male,Software Engineer,IT & Software,TechNova Systems,DevOps,B.Sc,1066065
47,12,Female,Data Analyst,IT & Software,TechNova Systems,Support,BCA,1291868
57,19,Female,UI/UX Designer,IT & Software,TechNova Systems,Support,MCA,691235
24,6,Female,Data Analyst,IT & Software,TechNova Systems,Finance,PhD,1554426
44,19,Male,DevOps Engineer,IT & Software,TechNova Systems,Management,MSc,869112
39,14,Female,Senior Developer,IT & Software,TechNova Systems,DevOps,PhD,1264381
56,27,Male,Data Analyst,IT & Software,TechNova Systems,Sales,BCA,1902951
59,28,Male,Software Engineer,IT & Software,TechNova Systems,Management,MCA,1314870
30,12,Male,UI/UX Designer,IT & Software,TechNova Systems,Finance,MSc,1485742
45,15,Female,UI/UX Designer,IT & Software,TechNova Systems,HR,B.Sc,1975272
38,16,Female,Data Analyst,IT & Software,TechNova Systems,Finance,MCA,1448759
39,14,Male,UI/UX Designer,IT & Software,TechNova Systems,Testing,MCA,880423
56,23,Female,Software Engineer,IT & Software,TechNova Systems,Finance,B.Sc,512886
30,9,Female,Senior Developer,IT & Software,TechNova Systems,Support,MBA,1412480
53,24,Male,Senior Developer,IT & Software,TechNova Systems,Sales,BCA,1120804
25,7,Male,Product Manager,IT & Software,TechNova Systems,Finance,PhD,1948580
55,16,Male,System Administrator,IT & Software,TechNova Systems,Finance,B.Sc,856302
54,27,Female,Product Manager,IT & Software,TechNova Systems,Sales,B.Tech,2285025
53,22,Male,Project Manager,IT & Software,TechNova Systems,Finance,B.Tech,1831520
41,13,Female,QA Engineer,IT & Software,TechNova Systems,Support,B.Tech,777285
37,14,Male,UI/UX Designer,IT & Software,TechNova Systems,Sales,B.Tech,1861112
42,15,Male,HR Executive,IT & Software,TechNova Systems,Support,MSc,1378568
57,22,Male,HR Executive,IT & Software,TechNova Systems,Support,BCA,739925
35,16,Male,Technical Lead,IT & Software,TechNova Systems,Support,M.Tech,2547386
55,23,Male,QA Engineer,IT & Software,TechNova Systems,Testing,MBA,1773227
48,19,Male,Senior Developer,IT & Software,TechNova Systems,Sales,M.Tech,1378900
27,9,Female,HR Executive,IT & Software,TechNova Systems,Testing,MCA,1014396
52,24,Male,Software Engineer,IT & Software,TechNova Systems,Testing,MCA,529484
31,6,Female,Technical Lead,IT & Software,TechNova Systems,DevOps,B.Sc,1659027
30,9,Female,Data Analyst,IT & Software,TechNova Systems,Sales,B.Tech,1671789
29,8,Female,Data Analyst,IT & Software,TechNova Systems,Finance,MSc,1709491
34,16,Female,Technical Lead,IT & Software,TechNova Systems,Management,MSc,1236913
33,10,Female,Project Manager,IT & Software,TechNova Systems,DevOps,B.Sc,2426105
45,14,Male,Data Scientist,IT & Software,TechNova Systems,HR,MCA,2927496
22,4,Female,Software Engineer,IT & Software,TechNova Systems,Management,B.Tech,526242
55,19,Female,HR Executive,IT & Software,TechNova Systems,Support,BCA,1587346
27,9,Female,Project Manager,IT & Software,TechNova Systems,Sales,PhD,2103861
41,23,Female,Software Engineer,IT & Software,TechNova Systems,Finance,MBA,1867915
38,17,Female,System Administrator,IT & Software,TechNova Systems,Testing,MCA,1880810
23,5,Male,HR Executive,IT & Software,TechNova Systems,Development,PhD,573654
